date,open,high,low,close,tick vol,vol,spread
2021.07.15,1.18349,1.18506,1.17962,1.18118,74081,0,0

2021.07.16,1.18118,1.18224,1.17921,1.18055,70772,0,0

2021.07.19,1.18054,1.18243,1.17640,1.17987,80957,0,0

2021.07.20,1.17980,1.18025,1.17558,1.17805,70566,0,0

2021.07.21,1.17796,1.18047,1.17519,1.17946,56519,0,0

2021.07.22,1.17907,1.18303,1.17575,1.17707,64812,0,0

2021.07.23,1.17705,1.17865,1.17544,1.17689,49090,0,0

2021.07.26,1.17677,1.18173,1.17635,1.18029,53860,0,0

2021.07.27,1.18030,1.18411,1.17701,1.18165,64421,0,0

2021.07.28,1.18159,1.18494,1.17721,1.18441,64207,0,0

2021.07.29,1.18431,1.18927,1.18402,1.18865,49044,0,0

2021.07.30,1.18858,1.19087,1.18517,1.18730,54242,0,0

2021.08.02,1.18641,1.18969,1.18590,1.18688,47011,0,0

2021.08.03,1.18670,1.18933,1.18537,1.18637,49688,0,0

2021.08.04,1.18631,1.18997,1.18328,1.18367,48391,0,0

2021.08.05,1.18360,1.18572,1.18282,1.18327,47001,0,0

2021.08.06,1.18324,1.18357,1.17544,1.17611,47467,0,0

2021.08.09,1.17568,1.17690,1.17349,1.17362,47081,0,0

2021.08.10,1.17358,1.17429,1.17098,1.17203,41851,0,0

2021.08.11,1.17184,1.17540,1.17061,1.17388,45441,0,0

2021.08.12,1.17380,1.17482,1.17237,1.17296,36888,0,0

2021.08.13,1.17290,1.18048,1.17281,1.17962,35375,0,0

2021.08.16,1.17941,1.18007,1.17675,1.17768,37488,0,0

2021.08.17,1.17762,1.17845,1.17081,1.17081,50070,0,0

2021.08.18,1.17088,1.17425,1.16937,1.17108,48811,0,0

2021.08.19,1.17087,1.17176,1.16657,1.16756,59625,0,0

2021.08.20,1.16752,1.17045,1.16640,1.16996,42854,0,0

2021.08.23,1.16897,1.17503,1.16897,1.17457,42138,0,0

2021.08.24,1.17449,1.17650,1.17273,1.17555,40186,0,0

2021.08.25,1.17537,1.17743,1.17260,1.17716,45250,0,0

2021.08.26,1.17706,1.17790,1.17459,1.17515,49613,0,0

2021.08.27,1.17514,1.18026,1.17349,1.17955,54550,0,0

2021.08.30,1.17926,1.18099,1.17829,1.17962,36224,0,0

2021.08.31,1.17961,1.18450,1.17939,1.18083,56492,0,0

2021.09.01,1.18078,1.18572,1.17936,1.18384,50142,0,0

2021.09.02,1.18374,1.18759,1.18344,1.18744,42004,0,0

2021.09.03,1.18739,1.19091,1.18657,1.18772,53226,0,0

2021.09.06,1.18768,1.18862,1.18557,1.18701,29883,0,0

2021.09.07,1.18675,1.18852,1.18373,1.18402,54549,0,0

2021.09.08,1.18356,1.18512,1.18022,1.18150,64756,0,0

2021.09.09,1.18125,1.18413,1.18053,1.18244,68564,0,0

2021.09.10,1.18229,1.18510,1.18091,1.18107,52650,0,0

2021.09.13,1.18143,1.18171,1.17702,1.18103,51815,0,0

2021.09.14,1.18092,1.18460,1.18001,1.18025,58490,0,0

2021.09.15,1.18013,1.18319,1.17991,1.18165,58073,0,0

2021.09.16,1.18153,1.18206,1.17506,1.17652,58283,0,0

2021.09.17,1.17675,1.17888,1.17242,1.17250,56213,0,0

2021.09.20,1.17272,1.17363,1.17004,1.17257,58444,0,0

2021.09.21,1.17248,1.17486,1.17149,1.17252,58514,0,0

2021.09.22,1.17240,1.17555,1.16843,1.16866,72571,0,0

2021.09.23,1.16860,1.17501,1.16835,1.17381,68536,0,0

2021.09.24,1.17379,1.17476,1.17007,1.17206,51401,0,0

2021.09.27,1.17255,1.17255,1.16848,1.16952,57807,0,0

2021.09.28,1.16940,1.17032,1.16682,1.16826,64793,0,0

2021.09.29,1.16825,1.16901,1.15894,1.15969,68964,0,0

2021.09.30,1.15963,1.16097,1.15626,1.15769,68517,0,0

2021.10.01,1.15740,1.16075,1.15630,1.15927,66777,0,0

2021.10.04,1.15922,1.16400,1.15876,1.16193,54990,0,0

2021.10.05,1.16184,1.16216,1.15806,1.15972,50533,0,0

2021.10.06,1.15959,1.16019,1.15292,1.15556,63394,0,0

2021.10.07,1.15538,1.15723,1.15474,1.15527,50611,0,0

2021.10.08,1.15526,1.15861,1.15414,1.15736,59970,0,0

2021.10.11,1.15659,1.15867,1.15487,1.15517,46485,0,0

2021.10.12,1.15522,1.15702,1.15242,1.15295,57798,0,0

2021.10.13,1.15294,1.15973,1.15250,1.15940,67602,0,0

2021.10.14,1.15903,1.16245,1.15838,1.15959,56588,0,0

2021.10.15,1.15947,1.16186,1.15880,1.15981,61186,0,0

2021.10.18,1.15976,1.16224,1.15717,1.16097,63554,0,0

2021.10.19,1.16088,1.16692,1.16074,1.16325,60549,0,0

2021.10.20,1.16304,1.16586,1.16170,1.16505,61774,0,0

2021.10.21,1.16478,1.16675,1.16192,1.16240,65189,0,0

2021.10.22,1.16197,1.16554,1.16194,1.16437,65172,0,0

2021.10.25,1.16380,1.16650,1.15907,1.16081,59725,0,0

2021.10.26,1.16076,1.16257,1.15850,1.15957,54975,0,0

2021.10.27,1.15955,1.16257,1.15848,1.16026,66553,0,0

2021.10.28,1.16023,1.16920,1.15824,1.16801,82814,0,0

2021.10.29,1.16781,1.16901,1.15353,1.15620,82169,0,0

2021.11.01,1.15626,1.16090,1.15460,1.16041,51339,0,0

2021.11.02,1.16028,1.16132,1.15747,1.15780,56326,0,0

2021.11.03,1.15770,1.16161,1.15621,1.16131,69529,0,0

2021.11.04,1.16110,1.16162,1.15284,1.15539,65259,0,0

2021.11.05,1.15537,1.15730,1.15134,1.15665,68123,0,0

2021.11.08,1.15597,1.15950,1.15503,1.15864,54555,0,0

2021.11.09,1.15840,1.16086,1.15697,1.15929,67294,0,0

2021.11.10,1.15908,1.15953,1.14756,1.14783,85955,0,0

2021.11.11,1.14774,1.14876,1.14429,1.14495,53727,0,0

2021.11.12,1.14484,1.14623,1.14328,1.14427,57609,0,0

2021.11.15,1.14456,1.14641,1.13562,1.13672,64282,0,0

2021.11.16,1.13666,1.13855,1.13088,1.13194,75709,0,0

2021.11.17,1.13184,1.13324,1.12632,1.13187,76999,0,0

2021.11.18,1.13177,1.13741,1.13138,1.13704,69758,0,0

2021.11.19,1.13686,1.13724,1.12498,1.12829,90206,0,0

2021.11.22,1.12884,1.12901,1.12307,1.12364,81667,0,0

2021.11.23,1.12362,1.12750,1.12260,1.12474,81541,0,0

2021.11.24,1.12461,1.12554,1.11861,1.11982,86483,0,0

2021.11.25,1.11960,1.12299,1.11954,1.12083,48236,0,0

2021.11.26,1.12060,1.13303,1.12044,1.13215,113571,0,0

2021.11.29,1.13002,1.13112,1.12584,1.12902,75004,0,0

2021.11.30,1.12883,1.13830,1.12354,1.13380,108745,0,0

2021.12.01,1.13350,1.13597,1.13025,1.13193,89859,0,0

2021.12.02,1.13176,1.13478,1.12952,1.13006,75866,0,0

2021.12.03,1.12996,1.13335,1.12666,1.13083,86551,0,0

2021.12.06,1.12995,1.13104,1.12665,1.12847,57613,0,0

2021.12.07,1.12821,1.12983,1.12274,1.12671,59940,0,0

2021.12.08,1.12658,1.13549,1.12633,1.13417,71543,0,0

2021.12.09,1.13418,1.13449,1.12784,1.12924,61604,0,0

2021.12.10,1.12919,1.13243,1.12649,1.13162,59302,0,0

2021.12.13,1.13077,1.13190,1.12599,1.12842,54396,0,0

2021.12.14,1.12807,1.13237,1.12537,1.12583,54577,0,0

2021.12.15,1.12575,1.12992,1.12217,1.12919,71257,0,0

2021.12.16,1.12905,1.13602,1.12811,1.13296,72728,0,0

2021.12.17,1.13296,1.13489,1.12344,1.12372,63293,0,0

2021.12.20,1.12356,1.13040,1.12341,1.12769,60766,0,0

2021.12.21,1.12743,1.13027,1.12609,1.12822,54441,0,0

2021.12.22,1.12820,1.13423,1.12642,1.13258,52866,0,0

2021.12.23,1.13246,1.13422,1.12902,1.13263,49430,0,0

2021.12.24,1.13260,1.13435,1.13044,1.13197,53499,0,0

2021.12.27,1.13023,1.13342,1.13023,1.13264,37691,0,0

2021.12.28,1.13260,1.13330,1.12894,1.13079,40037,0,0

2021.12.29,1.13079,1.13687,1.12732,1.13477,51231,0,0

2021.12.30,1.13445,1.13599,1.12988,1.13256,50314,0,0

2021.12.31,1.13244,1.13861,1.13033,1.13755,39263,0,0

2022.01.03,1.13693,1.13778,1.12795,1.12971,53813,0,0

2022.01.04,1.12961,1.13226,1.12723,1.12862,62525,0,0

2022.01.05,1.12852,1.13466,1.12765,1.13135,61289,0,0

2022.01.06,1.13111,1.13316,1.12846,1.12976,67251,0,0

2022.01.07,1.12960,1.13647,1.12901,1.13590,49836,0,0

2022.01.10,1.13550,1.13599,1.12853,1.13252,53457,0,0

2022.01.11,1.13230,1.13753,1.13131,1.13666,49386,0,0

2022.01.12,1.13655,1.14528,1.13545,1.14411,51872,0,0

2022.01.13,1.14402,1.14817,1.14357,1.14539,53078,0,0

2022.01.14,1.14531,1.14829,1.13987,1.14151,59882,0,0

2022.01.17,1.14117,1.14342,1.13915,1.14062,34611,0,0

2022.01.18,1.14062,1.14216,1.13147,1.13258,68363,0,0

2022.01.19,1.13249,1.13569,1.13163,1.13420,58174,0,0

2022.01.20,1.13393,1.13689,1.13031,1.13108,59448,0,0

2022.01.21,1.13092,1.13597,1.13010,1.13421,60447,0,0

2022.01.24,1.13371,1.13447,1.12906,1.13254,70762,0,0

2022.01.25,1.13226,1.13280,1.12632,1.13006,63243,0,0

2022.01.26,1.12991,1.13108,1.12354,1.12405,75069,0,0

2022.01.27,1.12404,1.12431,1.11313,1.11444,83832,0,0

2022.01.28,1.11428,1.11737,1.11214,1.11469,78407,0,0

2022.01.31,1.11406,1.12477,1.11378,1.12333,74328,0,0

2022.02.01,1.12315,1.12786,1.12208,1.12718,72903,0,0

2022.02.02,1.12715,1.13301,1.12667,1.13035,61143,0,0

2022.02.03,1.13018,1.14513,1.12665,1.14392,97250,0,0

2022.02.04,1.14389,1.14836,1.14116,1.14514,96664,0,0

2022.02.07,1.14573,1.14614,1.14151,1.14419,76500,0,0

2022.02.08,1.14411,1.14486,1.13958,1.14163,67506,0,0

2022.02.09,1.14127,1.14479,1.14025,1.14233,59971,0,0

2022.02.10,1.14210,1.14950,1.13748,1.14275,98683,0,0

2022.02.11,1.14263,1.14291,1.13297,1.13477,110096,0,0

2022.02.14,1.13376,1.13688,1.12800,1.13058,108728,0,0

2022.02.15,1.13032,1.13683,1.12990,1.13582,87080,0,0

2022.02.16,1.13568,1.13955,1.13448,1.13722,77435,0,0

2022.02.17,1.13713,1.13857,1.13229,1.13608,98839,0,0

2022.02.18,1.13580,1.13769,1.13139,1.13227,76510,0,0

2022.02.21,1.13145,1.13907,1.13064,1.13093,55985,0,0

2022.02.22,1.13070,1.13670,1.12878,1.13241,102907,0,0

2022.02.23,1.13246,1.13588,1.13012,1.13051,64439,0,0

2022.02.24,1.13023,1.13086,1.11063,1.11919,171175,0,0

2022.02.25,1.11908,1.12735,1.11659,1.12716,113512,0,0

2022.02.28,1.11295,1.12464,1.11245,1.12178,138468,0,0

2022.03.01,1.12177,1.12331,1.10897,1.11229,114181,0,0

2022.03.02,1.11248,1.11434,1.10574,1.11184,129648,0,0

2022.03.03,1.11160,1.11205,1.10332,1.10659,99725,0,0

2022.03.04,1.10651,1.10679,1.08852,1.09305,129366,0,0

2022.03.07,1.09255,1.09324,1.08060,1.08533,166436,0,0

2022.03.08,1.08511,1.09583,1.08471,1.09014,158841,0,0

2022.03.09,1.08960,1.10961,1.08896,1.10750,116644,0,0

2022.03.10,1.10729,1.11213,1.09758,1.09859,125689,0,0

2022.03.11,1.09845,1.10434,1.09021,1.09137,113278,0,0

2022.03.14,1.09155,1.09938,1.09004,1.09447,103181,0,0

2022.03.15,1.09416,1.10200,1.09260,1.09489,112133,0,0

2022.03.16,1.09491,1.10470,1.09491,1.10310,128099,0,0

2022.03.17,1.10305,1.11376,1.10071,1.10901,85724,0,0

2022.03.18,1.10890,1.11186,1.10031,1.10503,91467,0,0

2022.03.21,1.10504,1.10702,1.10102,1.10188,69638,0,0

2022.03.22,1.10176,1.10458,1.09610,1.10294,85754,0,0

2022.03.23,1.10279,1.10427,1.09641,1.10066,77335,0,0

2022.03.24,1.10052,1.10135,1.09658,1.09982,83700,0,0

2022.03.25,1.09959,1.10380,1.09809,1.09854,82996,0,0

2022.03.28,1.09842,1.09997,1.09447,1.09859,104188,0,0

2022.03.29,1.09834,1.11371,1.09690,1.10858,126457,0,0

2022.03.30,1.10851,1.11710,1.10792,1.11575,109745,0,0

2022.03.31,1.11579,1.11848,1.10613,1.10665,110897,0,0

2022.04.01,1.10656,1.10757,1.10283,1.10447,85774,0,0

2022.04.04,1.10336,1.10543,1.09608,1.09715,69321,0,0

2022.04.05,1.09688,1.09886,1.09000,1.09041,74904,0,0

2022.04.06,1.09029,1.09381,1.08741,1.08956,97599,0,0

2022.04.07,1.08956,1.09382,1.08649,1.08777,88265,0,0

2022.04.08,1.08764,1.08921,1.08364,1.08747,77188,0,0

2022.04.11,1.09159,1.09333,1.08729,1.08829,77468,0,0

2022.04.12,1.08825,1.09035,1.08216,1.08269,98342,0,0

2022.04.13,1.08256,1.08942,1.08090,1.08902,83973,0,0

2022.04.14,1.08897,1.09233,1.07576,1.08286,100620,0,0

2022.04.15,1.08278,1.08303,1.07961,1.08113,56635,0,0

2022.04.18,1.07994,1.08213,1.07702,1.07810,52965,0,0

2022.04.19,1.07805,1.08141,1.07612,1.07877,81502,0,0

2022.04.20,1.07876,1.08667,1.07827,1.08539,88292,0,0

2022.04.21,1.08496,1.09364,1.08239,1.08336,99031,0,0

2022.04.22,1.08368,1.08519,1.07707,1.08009,94056,0,0

2022.04.25,1.08071,1.08145,1.06965,1.07125,122270,0,0

2022.04.26,1.07106,1.07388,1.06353,1.06372,95470,0,0

2022.04.27,1.06363,1.06547,1.05144,1.05573,117332,0,0

2022.04.28,1.05571,1.05646,1.04709,1.04983,134090,0,0

2022.04.29,1.04976,1.05927,1.04906,1.05460,111385,0,0

2022.05.02,1.05421,1.05681,1.04902,1.05072,91871,0,0

2022.05.03,1.05070,1.05775,1.04922,1.05202,89550,0,0

2022.05.04,1.05186,1.06306,1.05060,1.06219,109807,0,0

2022.05.05,1.06196,1.06419,1.04928,1.05410,130526,0,0

2022.05.06,1.05413,1.05987,1.04828,1.05439,146857,0,0

2022.05.09,1.05387,1.05925,1.04954,1.05570,123650,0,0

2022.05.10,1.05570,1.05851,1.05257,1.05281,127047,0,0

2022.05.11,1.05281,1.05770,1.05017,1.05092,134397,0,0

2022.05.12,1.05092,1.05291,1.03540,1.03779,139403,0,0

2022.05.13,1.03779,1.04196,1.03494,1.04077,97846,0,0

2022.05.16,1.03959,1.04430,1.03887,1.04311,81470,0,0

2022.05.17,1.04310,1.05560,1.04276,1.05465,95987,0,0

2022.05.18,1.05465,1.05639,1.04599,1.04609,87927,0,0

2022.05.19,1.04609,1.06073,1.04590,1.05854,115331,0,0

2022.05.20,1.05816,1.05990,1.05328,1.05582,93700,0,0

2022.05.23,1.05601,1.06975,1.05561,1.06881,89168,0,0

2022.05.24,1.06878,1.07489,1.06611,1.07333,96527,0,0

2022.05.25,1.07329,1.07382,1.06418,1.06790,96798,0,0

2022.05.26,1.06775,1.07310,1.06627,1.07239,84272,0,0

2022.05.27,1.07239,1.07651,1.06974,1.07309,76770,0,0

2022.05.30,1.07326,1.07869,1.07243,1.07780,55023,0,0

2022.05.31,1.07756,1.07788,1.06791,1.07326,105538,0,0

2022.06.01,1.07320,1.07390,1.06272,1.06484,91956,0,0

2022.06.02,1.06453,1.07499,1.06405,1.07463,73854,0,0

2022.06.03,1.07443,1.07638,1.07039,1.07165,72795,0,0

2022.06.06,1.07146,1.07516,1.06841,1.06955,60295,0,0

2022.06.07,1.06950,1.07143,1.06523,1.07049,88256,0,0

2022.06.08,1.07036,1.07485,1.06715,1.07157,81423,0,0

2022.06.09,1.07154,1.07739,1.06107,1.06159,108517,0,0

2022.06.10,1.06142,1.06424,1.05060,1.05207,109524,0,0

2022.06.13,1.05137,1.05195,1.03996,1.04076,125903,0,0

2022.06.14,1.04078,1.04848,1.03969,1.04151,137053,0,0

2022.06.15,1.04140,1.05076,1.03591,1.04430,173126,0,0

2022.06.16,1.04412,1.06009,1.03811,1.05483,177338,0,0

2022.06.17,1.05454,1.05602,1.04447,1.04962,150391,0,0

2022.06.20,1.04747,1.05457,1.04727,1.05104,82940,0,0

2022.06.21,1.05104,1.05824,1.05053,1.05318,98780,0,0

2022.06.22,1.05299,1.06054,1.04691,1.05678,117792,0,0

2022.06.23,1.05631,1.05812,1.04827,1.05215,147534,0,0

2022.06.24,1.05225,1.05711,1.05119,1.05534,103535,0,0

2022.06.27,1.05456,1.06149,1.05456,1.05829,109352,0,0

2022.06.28,1.05817,1.06058,1.05033,1.05180,121778,0,0

2022.06.29,1.05170,1.05353,1.04352,1.04411,128083,0,0

2022.06.30,1.04394,1.04891,1.03823,1.04827,134494,0,0

2022.07.01,1.04826,1.04854,1.03657,1.04261,138542,0,0

2022.07.04,1.04146,1.04627,1.04146,1.04221,82163,0,0

2022.07.05,1.04198,1.04488,1.02349,1.02656,140314,0,0

2022.07.06,1.02641,1.02769,1.01618,1.01810,157888,0,0

2022.07.07,1.01797,1.02213,1.01441,1.01587,126061,0,0

2022.07.08,1.01564,1.01912,1.00717,1.01831,131701,0,0

2022.07.11,1.01696,1.01831,1.00337,1.00396,119721,0,0

2022.07.12,1.00396,1.00739,0.99996,1.00365,139938,0,0

2022.07.13,1.00346,1.01222,0.99977,1.00574,150092,0,0

2022.07.14,1.00551,1.00598,0.99522,1.00178,165084,0,0

2022.07.15,1.00154,1.00981,1.00070,1.00854,121685,0,0

2022.07.18,1.00816,1.02014,1.00734,1.01418,117254,0,0

2022.07.19,1.01408,1.02694,1.01193,1.02247,135544,0,0

2022.07.20,1.02245,1.02729,1.01552,1.01803,124235,0,0

2022.07.21,1.01766,1.02783,1.01535,1.02300,156314,0,0

2022.07.22,1.02282,1.02553,1.01299,1.02109,147879,0,0

2022.07.25,1.02116,1.02580,1.01785,1.02188,125820,0,0

2022.07.26,1.02185,1.02502,1.01077,1.01155,114344,0,0

2022.07.27,1.01134,1.02210,1.00964,1.01975,124371,0,0

2022.07.28,1.02003,1.02344,1.01142,1.01963,141998,0,0

2022.07.29,1.01956,1.02542,1.01461,1.02258,131205,0,0

2022.08.01,1.02075,1.02752,1.02052,1.02617,121566,0,0

2022.08.02,1.02603,1.02936,1.01630,1.01655,149083,0,0

2022.08.03,1.01653,1.02104,1.01229,1.01661,130497,0,0

2022.08.04,1.01672,1.02539,1.01539,1.02447,119698,0,0

2022.08.05,1.02437,1.02518,1.01416,1.01776,109082,0,0

2022.08.08,1.01711,1.02219,1.01594,1.01943,93730,0,0

2022.08.09,1.01945,1.02475,1.01884,1.02126,78664,0,0

2022.08.10,1.02122,1.03688,1.02021,1.02988,116880,0,0

2022.08.11,1.02983,1.03645,1.02757,1.03194,126227,0,0

2022.08.12,1.03174,1.03273,1.02385,1.02560,98414,0,0

2022.08.15,1.02545,1.02684,1.01544,1.01596,91347,0,0

2022.08.16,1.01579,1.01949,1.01224,1.01702,99378,0,0

2022.08.17,1.01698,1.02031,1.01457,1.01807,118800,0,0

2022.08.18,1.01776,1.01930,1.00792,1.00875,103690,0,0

2022.08.19,1.00866,1.00955,1.00321,1.00393,88910,0,0

2022.08.22,1.00348,1.00466,0.99263,0.99430,97175,0,0

2022.08.23,0.99423,1.00179,0.99004,0.99695,119064,0,0

2022.08.24,0.99682,0.99990,0.99101,0.99662,105281,0,0

2022.08.25,0.99640,1.00334,0.99491,0.99743,106438,0,0

2022.08.26,0.99724,1.00901,0.99465,0.99646,121343,0,0

2022.08.29,0.99645,1.00293,0.99143,0.99972,118481,0,0

2022.08.30,0.99927,1.00549,0.99820,1.00137,122280,0,0

2022.08.31,1.00122,1.00790,0.99714,1.00545,124887,0,0

2022.09.01,1.00510,1.00545,0.99110,0.99442,125174,0,0

2022.09.02,0.99442,1.00338,0.99404,0.99571,123370,0,0

2022.09.05,0.99282,0.99443,0.98778,0.99310,91907,0,0

2022.09.06,0.99245,0.99865,0.98640,0.99031,140363,0,0

2022.09.07,0.99031,1.00107,0.98756,1.00057,118654,0,0

2022.09.08,0.99969,1.00300,0.99308,0.99983,140456,0,0

2022.09.09,0.99983,1.01134,0.99915,1.00455,110425,0,0

2022.09.12,1.01017,1.01979,1.00597,1.01211,114623,0,0

2022.09.13,1.01207,1.01873,0.99663,0.99686,118597,0,0

2022.09.14,0.99674,1.00236,0.99551,0.99814,132052,0,0

2022.09.15,0.99781,1.00181,0.99556,0.99966,89766,0,0

2022.09.16,0.99975,1.00367,0.99444,1.00129,102107,0,0

2022.09.19,1.00043,1.00291,0.99659,1.00240,78601,0,0

2022.09.20,1.00197,1.00506,0.99549,0.99711,100195,0,0

2022.09.21,0.99697,0.99753,0.98127,0.98372,125311,0,0

2022.09.22,0.98362,0.99074,0.98075,0.98395,153924,0,0

2022.09.23,0.98283,0.98520,0.96678,0.96880,127176,0,0

2022.09.26,0.96714,0.97090,0.95524,0.96087,197260,0,0

2022.09.27,0.96084,0.96711,0.95691,0.95924,153881,0,0

2022.09.28,0.95923,0.97509,0.95357,0.97347,187873,0,0

2022.09.29,0.97315,0.98151,0.96355,0.98147,172293,0,0

2022.09.30,0.98144,0.98539,0.97348,0.97990,174658,0,0

2022.10.03,0.97747,0.98447,0.97526,0.98246,150501,0,0

2022.10.04,0.98239,0.99996,0.98060,0.99842,144182,0,0

2022.10.05,0.99835,0.99949,0.98345,0.98752,136992,0,0

2022.10.06,0.98747,0.99263,0.97881,0.97911,160911,0,0

2022.10.07,0.97879,0.98168,0.97259,0.97381,137073,0,0

2022.10.10,0.97312,0.97533,0.96819,0.97029,138307,0,0

2022.10.11,0.97005,0.97747,0.96706,0.97075,168526,0,0

2022.10.12,0.97050,0.97343,0.96678,0.97023,158689,0,0

2022.10.13,0.97010,0.98061,0.96314,0.97774,181004,0,0

2022.10.14,0.97717,0.98082,0.97070,0.97234,160630,0,0

2022.10.17,0.97184,0.98522,0.97176,0.98408,145729,0,0

2022.10.18,0.98387,0.98757,0.98127,0.98576,156689,0,0

2022.10.19,0.98545,0.98724,0.97574,0.97722,145621,0,0

2022.10.20,0.97713,0.98456,0.97544,0.97862,160310,0,0

2022.10.21,0.97843,0.98692,0.97050,0.98626,195334,0,0

2022.10.24,0.98619,0.98992,0.98070,0.98737,188722,0,0

2022.10.25,0.98712,0.99769,0.98482,0.99644,144531,0,0

2022.10.26,0.99620,1.00889,0.99433,1.00826,155881,0,0

2022.10.27,1.00746,1.00933,0.99574,0.99634,147016,0,0

2022.10.28,0.99631,0.99981,0.99265,0.99657,134027,0,0

2022.10.31,0.99554,0.99659,0.98711,0.98827,108231,0,0

2022.11.01,0.98827,0.99540,0.98531,0.98748,131555,0,0

2022.11.02,0.98741,0.99761,0.98128,0.98169,133756,0,0

2022.11.03,0.98149,0.98398,0.97302,0.97491,135675,0,0

2022.11.04,0.97492,0.99667,0.97421,0.99594,155495,0,0

2022.11.07,0.99007,1.00341,0.98987,1.00217,138276,0,0

2022.11.08,1.00169,1.00964,0.99717,1.00729,114982,0,0

2022.11.09,1.00715,1.00882,0.99927,1.00120,141815,0,0

2022.11.10,1.00094,1.02220,0.99355,1.02093,167643,0,0

2022.11.11,1.02062,1.03642,1.01629,1.03530,165035,0,0

2022.11.14,1.03393,1.03588,1.02714,1.03260,150622,0,0

2022.11.15,1.03256,1.04819,1.02801,1.03482,197137,0,0

2022.11.16,1.03466,1.04387,1.03305,1.03941,165765,0,0

2022.11.17,1.03933,1.04067,1.03053,1.03636,136029,0,0

2022.11.18,1.03583,1.03960,1.03134,1.03200,119710,0,0

2022.11.21,1.03195,1.03332,1.02228,1.02406,119083,0,0

2022.11.22,1.02384,1.03082,1.02375,1.03035,105456,0,0

2022.11.23,1.03012,1.04052,1.02963,1.03941,122807,0,0

2022.11.24,1.03941,1.04485,1.03819,1.04114,88953,0,0

2022.11.25,1.04067,1.04293,1.03548,1.03939,102115,0,0

2022.11.28,1.03664,1.04969,1.03302,1.03381,134196,0,0

2022.11.29,1.03368,1.03941,1.03199,1.03287,130776,0,0

2022.11.30,1.03276,1.04288,1.02899,1.04055,139665,0,0

2022.12.01,1.04080,1.05335,1.03930,1.05247,147704,0,0

2022.12.02,1.05194,1.05449,1.04281,1.05407,139751,0,0

2022.12.05,1.05306,1.05950,1.04803,1.04908,116575,0,0

2022.12.06,1.04914,1.05329,1.04593,1.04642,115966,0,0

2022.12.07,1.04641,1.05498,1.04431,1.05036,123100,0,0

2022.12.08,1.05031,1.05651,1.04895,1.05523,105367,0,0

2022.12.09,1.05536,1.05881,1.05043,1.05334,111315,0,0

2022.12.12,1.05276,1.05803,1.05058,1.05378,98661,0,0

2022.12.13,1.05351,1.06734,1.05280,1.06319,139941,0,0

2022.12.14,1.06319,1.06951,1.06190,1.06819,144441,0,0

2022.12.15,1.06811,1.07363,1.05922,1.06259,132918,0,0

2022.12.16,1.06236,1.06631,1.05849,1.05891,111112,0,0

2022.12.19,1.05812,1.06580,1.05756,1.06064,109130,0,0

2022.12.20,1.06031,1.06587,1.05788,1.06218,154901,0,0

2022.12.21,1.06232,1.06451,1.05904,1.06040,103142,0,0

2022.12.22,1.06028,1.06595,1.05733,1.05971,104107,0,0

2022.12.23,1.05948,1.06330,1.05865,1.06163,100227,0,0

2022.12.26,1.06282,1.06366,1.06141,1.06352,4866,0,5

2022.12.27,1.06356,1.06696,1.06116,1.06390,63342,0,0

2022.12.28,1.06389,1.06744,1.06063,1.06115,84350,0,0

2022.12.29,1.06091,1.06904,1.06055,1.06610,89359,0,0

2022.12.30,1.06607,1.07133,1.06386,1.06976,112019,0,0

2023.01.02,1.07016,1.07017,1.06499,1.06665,16741,0,0

2023.01.03,1.06642,1.06830,1.05196,1.05470,139201,0,0

2023.01.04,1.05465,1.06354,1.05402,1.06030,140651,0,0

2023.01.05,1.06015,1.06315,1.05150,1.05207,126223,0,0

2023.01.06,1.05205,1.06481,1.04832,1.06427,126014,0,0

2023.01.09,1.06394,1.07607,1.06360,1.07318,115286,0,0

2023.01.10,1.07293,1.07593,1.07121,1.07334,111859,0,0

2023.01.11,1.07329,1.07765,1.07252,1.07556,90213,0,0

2023.01.12,1.07535,1.08670,1.07302,1.08515,141238,0,0

2023.01.13,1.08497,1.08678,1.07805,1.08323,113853,0,0

2023.01.16,1.08295,1.08742,1.08016,1.08210,65771,0,0

2023.01.17,1.08197,1.08694,1.07745,1.07876,114006,0,0

2023.01.18,1.07879,1.08874,1.07661,1.07936,147787,0,0

2023.01.19,1.07903,1.08401,1.07822,1.08294,113010,0,0

2023.01.20,1.08291,1.08591,1.08024,1.08557,89418,0,0

2023.01.23,1.08622,1.09267,1.08464,1.08715,99279,0,0

2023.01.24,1.08705,1.08980,1.08352,1.08879,86692,0,0

